X	Y	M11	M22
-11.53	-15.29	-26.15	14.55
-11.53	-15.89		
-11.53	-16.49		
-11.53	-17.09	36.06	27.26
-11.53	-17.69	37.63	-26.42
-11.53	-18.17	33.20	-17.04
-11.53	-18.89	20.12	-1.76
-11.53	-19.49		
-11.53	-20.09		
-11.53	-20.69		
-11.53	-21.29	-150.67	39.78
-11.53	-21.98	-150.57	-30.50
-11.53	-22.49		
-11.53	-23.09		
-10.93	3.8		
-10.93	4.52		
-10.93	3.38	163.70	-22.17
-10.93	2.71	237.53	-69.44
-10.93	2.11	-57.77	75.80
-10.93	1.51	-88.34	118.89
-10.93	0.61	274.13	-77.92
-10.93	-10.49	6.46	14.57
-10.93	-11.09	10.05	17.36
-10.93	-11.69	-27.61	35.12
-10.93	-12.29	46.83	52.85
-10.93	-12.89	-83.49	80.41
-10.93	-13.49	139.95	-65.67
-10.93	-14.38	38.46	15.09
-10.93	-14.69	37.04	-6.40
-10.93	-15.29	43.44	-17.74
-10.93	-15.89	-14.73	29.73
-10.93	-16.49	-21.76	32.26
-10.93	-17.09	70.67	-29.30
-10.93	-17.69	65.67	-14.04
-10.93	-18.17	70.96	18.83
-10.93	-18.89	128.64	-41.49
-10.93	-19.49	-53.50	52.44
-10.93	-20.09	16.28	20.02
-10.93	-20.69	28.58	-23.29
-10.93	-21.29	-110.95	-67.22
-10.93	-21.98	-121.69	-35.21
-10.93	-22.49		
-10.93	-23.09		
-10.4	3.8		
-10.4	4.52		
-10.4	3.38	248.13	86.22
-10.4	2.71	158.20	-17.80
-10.4	2.11	114.37	3.39
-10.4	1.51	133.09	46.37
-10.4	0.61	192.10	45.95
-10.4	-10.49	38.37	-10.42
-10.4	-11.09	42.12	-14.20
-10.4	-11.69	58.99	-29.38
-10.4	-12.29	72.36	43.51
-10.4	-12.89	94.83	-54.49
-10.4	-13.49	90.32	44.04
-10.4	-14.38	92.97	54.92
-10.4	-14.69	66.96	26.84
-10.4	-15.29	36.78	6.75
-10.4	-15.89	36.49	14.26
-10.4	-16.49	42.80	5.59
-10.4	-17.09	67.77	7.14
-10.4	-17.69	95.27	19.52
-10.4	-18.17	116.88	48.80
-10.4	-18.89	87.20	27.67
-10.4	-19.49	69.73	-24.24
-10.4	-20.09	40.06	-13.87
-10.4	-20.69	12.76	-13.36
-10.4	-21.29	-15.61	-22.34
-10.4	-21.98	-67.74	26.32
-10.4	-22.49		
-10.4	-23.09		
-9.73	3.8		
-9.73	4.52		
-9.73	3.38	59.93	-22.24
-9.73	2.71	57.21	-32.05
-9.73	2.11	65.71	-45.45
-9.73	1.51	63.61	-37.96
-9.73	0.61	55.89	34.58
-9.73	-10.49	-45.52	-49.58
-9.73	-11.09	-44.56	-51.88
-9.73	-11.69	-62.04	-65.84
-9.73	-12.29	-74.71	-70.37
-9.73	-12.89	-77.65	-60.83
-9.73	-13.49	-74.25	45.32
-9.73	-14.38	-56.32	43.95
-9.73	-14.69	-48.37	35.55
-9.73	-15.29	-28.05	13.67
-9.73	-15.89	-30.91	12.42
-9.73	-16.49	-29.24	-17.96
-9.73	-17.09	-25.65	-24.12
-9.73	-17.69	-25.40	-22.94
-9.73	-18.17	-23.27	-22.76
-9.73	-18.89	-20.93	-26.81
-9.73	-19.49	-19.67	-30.83
-9.73	-20.09	-17.69	-28.46
-9.73	-20.69	-20.94	-30.20
-9.73	-21.29	-28.68	-33.05
-9.73	-21.98	-26.28	-18.69
-9.73	-22.49		
-9.73	-23.09		
-9.13	3.8		
-9.13	4.52		
-9.13	3.38	11.30	12.98
-9.13	2.71	18.78	-48.33
-9.13	2.11	29.13	-63.63
-9.13	1.51	32.68	-51.89
-9.13	0.61	-29.52	52.91
-9.13	-10.49	-77.46	-80.70
-9.13	-11.09	-75.49	-82.14
-9.13	-11.69	-93.77	-94.17
-9.13	-12.29	-107.89	-92.03
-9.13	-12.89	-116.18	-73.09
-9.13	-13.49	-114.24	53.93
-9.13	-14.38	-94.39	60.03
-9.13	-14.69	-77.19	45.29
-9.13	-15.29	-64.48	29.71
-9.13	-15.89	-66.52	23.53
-9.13	-16.49	-64.80	-26.48
-9.13	-17.09	-63.60	-31.75
-9.13	-17.69	-63.53	-32.36
-9.13	-18.17	-62.36	-33.56
-9.13	-18.89	-57.21	-39.73
-9.13	-19.49	-48.77	-44.53
-9.13	-20.09	-37.35	-43.77
-9.13	-20.69	-29.78	-41.98
-9.13	-21.29	-27.78	-38.55
-9.13	-21.98	-15.11	16.95
-9.13	-22.49		
-9.13	-23.09		
-8.53	3.8		
-8.53	4.52		
-8.53	3.38	-8.86	-6.26
-8.53	2.71	-17.89	-59.14
-8.53	2.11	-28.22	-80.78
-8.53	1.51	-39.93	-68.44
-8.53	0.61	-46.04	90.29
-8.53	-10.49	-90.99	-108.47
-8.53	-11.09	-89.72	-109.87
-8.53	-11.69	-107.50	-119.83
-8.53	-12.29	-120.71	-113.53
-8.53	-12.89	-129.86	-86.51
-8.53	-13.49	-129.68	74.08
-8.53	-14.38	-102.49	91.20
-8.53	-14.69	-76.86	67.43
-8.53	-15.29	-80.74	59.02
-8.53	-15.89	-79.40	35.87
-8.53	-16.49	-76.15	-32.42
-8.53	-17.09	-75.24	-35.01
-8.53	-17.69	-78.09	-33.71
-8.53	-18.17	-80.90	-37.95
-8.53	-18.89	-77.58	-51.75
-8.53	-19.49	-66.29	-61.19
-8.53	-20.09	-51.12	-61.50
-8.53	-20.69	-34.63	-51.67
-8.53	-21.29	-23.31	-37.34
-8.53	-21.98	-8.52	6.69
-8.53	-22.49		
-8.53	-23.09		
-7.93	3.8		
-7.93	4.52		
-7.93	3.38	-3.33	-4.12
-7.93	2.71	-7.19	-65.92
-7.93	2.11	24.39	-94.05
-7.93	1.51	67.08	-85.26
-7.93	0.61	98.16	132.88
-7.93	-10.49	-91.07	-131.86
-7.93	-11.09	-92.63	-134.72
-7.93	-11.69	-107.35	-141.28
-7.93	-12.29	-114.21	-130.98
-7.93	-12.89	-113.75	-100.45
-7.93	-13.49	-112.68	102.61
-7.93	-14.38	-74.08	150.79
-7.93	-14.69	-56.33	129.44
-7.93	-15.29	-61.42	88.78
-7.93	-15.89	-64.97	39.90
-7.93	-16.49	-66.91	-36.90
-7.93	-17.09	-64.87	-36.18
-7.93	-17.69	-69.05	-24.06
-7.93	-18.17	-79.70	-29.91
-7.93	-18.89	-81.51	-60.11
-7.93	-19.49	-70.17	-77.79
-7.93	-20.09	-57.69	-78.01
-7.93	-20.69	-42.81	-66.59
-7.93	-21.29	-25.83	-43.72
-7.93	-21.98	-5.12	1.90
-7.93	-22.49		
-7.93	-23.09		
-7.42	4.52		
-7.42	-17.09	-51.14	-40.83
-7.42	-17.69	-34.26	-14.90
-7.42	-18.17	-58.70	51.34
-7.42	-18.89	-62.66	-68.20
-7.42	-19.49	-65.26	-88.18
-7.42	-20.09	-59.33	-88.21
-7.42	-20.69	-47.83	-77.23
-7.42	-21.29	-32.11	-53.41
-7.42	-21.98	-11.94	-9.39
-7.42	-22.49		
-7.42	-23.09		
-7	4.52		
-7	-17.09	-49.86	-44.46
-7	-17.69	-28.53	-37.10
-7	-18.17	86.10	107.06
-7	-18.89	-45.94	-75.08
-7	-19.49	-60.39	-87.53
-7	-20.09	-60.52	-94.08
-7	-20.69	-51.46	-84.90
-7	-21.29	-37.72	-61.07
-7	-21.98	-18.08	-15.65
-7	-22.49		
-7	-23.09		
-6.13	4.52		
-6.13	-17.09	-62.70	-33.51
-6.13	-17.69	-79.73	36.32
-6.13	-18.17	-91.99	-30.36
-6.13	-18.89	-65.29	-47.70
-6.13	-19.49	-67.61	-87.44
-6.13	-20.09	-66.06	-101.40
-6.13	-20.69	-57.22	-96.12
-6.13	-21.29	-43.59	-72.73
-6.13	-21.98	-25.63	-25.45
-6.13	-22.49		
-6.13	-23.09		
-5.53	4.52		
-5.53	-17.09	-57.99	21.23
-5.53	-17.69	-76.96	24.33
-5.53	-18.17	-84.42	-32.13
-5.53	-18.89	-87.31	-61.32
-5.53	-19.49	-79.42	-91.40
-5.53	-20.09	-70.56	-108.69
-5.53	-20.69	-59.97	-104.45
-5.53	-21.29	-47.27	-80.69
-5.53	-21.98	-30.17	-30.82
-5.53	-22.49		
-5.53	-23.09		
-4.93	4.52		
-4.93	-17.09	-26.76	16.67
-4.93	-17.69	-51.00	28.85
-4.93	-18.17	-69.45	37.93
-4.93	-18.89	-85.24	-62.38
-4.93	-19.49	-77.28	-101.13
-4.93	-20.09	-68.02	-117.65
-4.93	-20.69	-58.51	-112.18
-4.93	-21.29	-47.06	-85.80
-4.93	-21.98	-33.27	-37.84
-4.93	-22.49		
-4.93	-23.09		
-4.33	4.52		
-4.33	-19.49	-54.19	-109.69
-4.33	-20.09	-57.01	-122.61
-4.33	-20.69	-53.81	-117.81
-4.33	-21.29	-42.07	-94.70
-4.33	-21.98	-32.40	28.91
-4.33	-22.49		
-4.33	-23.09		
-3.6	4.52		
-3.6	-19.49	45.39	-95.34
-3.6	-20.09	-43.01	-119.17
-3.6	-20.69	-48.01	-118.74
-3.6	-21.29	-45.43	-96.28
-3.6	-21.98	57.52	-81.56
-3.6	-22.49		
-3.6	-23.09		
-3.13	4.52		
-3.13	-19.49	30.31	-81.88
-3.13	-20.09	-39.83	-111.70
-3.13	-20.69	-46.47	-116.61
-3.13	-21.29	-44.31	-102.32
-3.13	-21.98	-46.36	-47.20
-3.13	-22.49		
-3.13	-23.09		
-2.53	4.52		
-2.53	-19.49	-36.76	-68.16
-2.53	-20.09	-44.37	-105.35
-2.53	-20.69	-47.60	-113.84
-2.53	-21.29	-46.45	-96.86
-2.53	-21.98	-40.55	-50.78
-2.53	-22.49		
-2.53	-23.09		
-1.93	4.52		
-1.93	-19.49	-54.94	-72.83
-1.93	-20.09	-50.32	-105.44
-1.93	-20.69	-47.38	-113.18
-1.93	-21.29	-43.70	-95.68
-1.93	-21.98	-37.12	-47.88
-1.93	-22.49		
-1.93	-23.09		
-1.52	4.52		
-1.53	-19.49	-57.95	-81.35
-1.53	-20.09	-49.54	-110.13
-1.53	-20.69	-43.53	-114.48
-1.53	-21.29	-39.17	-94.90
-1.53	-21.98	-33.26	-44.23
-1.53	-22.49		
-1.53	-23.09		
-0.72	4.52		
-0.73	-19.49	79.73	-91.72
-0.73	-20.09	59.10	-117.57
-0.73	-20.69	40.49	-116.58
-0.73	-21.29	26.70	-89.95
-0.73	-21.98	-23.44	-43.27
-0.73	-22.49		
-0.73	-23.09		
0	4.52		
0	-19.49	123.44	-91.46
0	-20.09	73.90	-112.07
0	-20.69	41.77	-109.79
0	-21.29	23.50	-90.96
0	-21.98	-3.00	1.35
0	-22.49		
0	-23.09		
0.7	4.52		
0.7	-19.49	112.78	-59.35
0.7	-20.09	65.55	-95.98
0.7	-20.69	36.16	-101.06
0.7	-21.29	14.22	-76.10
0.7	-21.98	20.06	-99.85
0.7	-22.49		
0.7	-23.09		
1.08	4.52		
1.07	-19.49	133.81	-89.86
1.07	-20.09	81.02	-113.83
1.07	-20.69	48.01	-114.67
1.07	-21.29	31.40	-102.32
1.07	-21.98	2.68	-4.34
1.07	-22.49		
1.07	-23.09		
1.4	4.52		
1.4	-19.49	136.64	-104.47
1.4	-20.09	87.76	-127.31
1.4	-20.69	56.21	-125.18
1.4	-21.29	35.91	-98.84
1.4	-21.98	-19.76	-39.22
1.4	-22.49		
1.4	-23.09		
2.28	4.52		
2.28	-19.49	80.40	-104.48
2.28	-20.09	66.11	-131.57
2.28	-20.69	51.33	-131.36
2.28	-21.29	39.64	-106.08
2.28	-21.98	-37.18	-49.45
2.28	-22.49		
2.28	-23.09		
2.93	4.52		
2.92	-19.48	-65.07	-96.62
2.92	-20.08	-59.29	-126.84
2.92	-20.68	-55.47	-131.59
2.92	-21.28	-52.49	-110.62
2.92	-21.97	-49.24	-58.96
2.92	-22.48		
2.92	-23.08		
3.48	4.52		
3.48	-19.49	-59.81	-89.99
3.48	-20.09	-59.78	-124.52
3.48	-20.69	-60.56	-132.17
3.48	-21.29	-59.22	-112.89
3.48	-21.98	-52.52	-62.07
3.48	-22.49		
3.48	-23.09		
4.08	4.52		
4.08	-19.49	-37.69	-91.23
4.08	-20.09	-52.67	-129.30
4.08	-20.69	-60.34	-136.25
4.08	-21.29	-61.43	-116.40
4.08	-21.98	-57.01	-63.35
4.08	-22.49		
4.08	-23.09		
4.68	4.52		
4.68	-19.49	55.63	-112.39
4.68	-20.09	-50.13	-140.08
4.68	-20.69	-59.94	-142.55
4.68	-21.29	-59.83	-121.86
4.68	-21.98	-60.80	-65.12
4.68	-22.49		
4.68	-23.09		
5	4.52		
5	-19.49	69.01	-125.17
5	-20.09	-54.12	-148.56
5	-20.69	-62.61	-145.93
5	-21.29	-60.15	-120.47
5	-21.98	77.88	-80.22
5	-22.49		
5	-23.09		
5.88	4.52		
5.88	-19.49	-68.61	-144.06
5.88	-20.09	-72.90	-157.09
5.88	-20.69	-71.86	-149.33
5.88	-21.29	-63.80	-118.67
5.88	-21.98	-57.35	54.89
5.88	-22.49		
5.88	-23.09		
6.48	4.52		
6.48	-17.09	-25.48	-21.61
6.48	-17.69	-54.64	-30.85
6.48	-18.17	-73.30	-55.30
6.48	-18.89	-93.32	-100.51
6.48	-19.49	-90.09	-139.44
6.48	-20.09	-84.91	-156.15
6.48	-20.69	-79.33	-147.92
6.48	-21.29	-71.18	-116.45
6.48	-21.98	-58.83	-56.64
6.48	-22.49		
6.48	-23.09		
7.08	4.52		
7.08	-17.09	-51.47	-43.78
7.08	-17.69	-74.19	-57.36
7.08	-18.17	-84.85	-70.52
7.08	-18.89	-91.44	-103.58
7.08	-19.49	-90.65	-136.21
7.08	-20.09	-88.12	-152.96
7.08	-20.69	-82.61	-145.54
7.08	-21.29	-73.46	-115.09
7.08	-21.98	-58.44	57.85
7.08	-22.49		
7.08	-23.09		
7.68	4.52		
7.68	-17.09	-52.32	-65.94
7.68	-17.69	-73.35	-68.37
7.68	-18.17	-84.29	-68.62
7.68	-18.89	-70.25	-98.96
7.68	-19.49	-80.34	-139.88
7.68	-20.09	-85.78	-152.74
7.68	-20.69	-82.30	-143.46
7.68	-21.29	-72.89	-112.18
7.68	-21.98	-57.22	57.62
7.68	-22.49		
7.68	-23.09		
8.4	4.52		
8.4	-17.09	-43.20	-78.75
8.4	-17.69	54.47	-82.43
8.4	-18.17	116.88	90.27
8.4	-18.89	-58.15	-130.44
8.4	-19.49	-78.10	-148.05
8.4	-20.09	-83.86	-154.93
8.4	-20.69	-80.69	-141.85
8.4	-21.29	-71.32	-108.62
8.4	-21.98	-54.78	57.58
8.4	-22.49		
8.4	-23.09		
8.88	4.52		
8.88	-17.09	-47.88	-79.50
8.88	-17.69	-37.97	-61.72
8.88	-18.17	-71.52	-58.01
8.88	-18.89	-75.35	-130.75
8.88	-19.49	-84.57	-153.93
8.88	-20.09	-84.73	-155.08
8.88	-20.69	-79.65	-139.94
8.88	-21.29	-69.12	-105.69
8.88	-21.98	-52.13	56.72
8.88	-22.49		
8.88	-23.09		
9.48	3.8		
9.48	4.52		
9.48	3.38	-4.17	2.82
9.48	2.71	-17.86	-71.59
9.48	2.11	-27.22	-96.67
9.48	1.51	51.00	-81.05
9.48	0.61	81.57	169.13
9.48	-10.49	-17.16	-142.58
9.48	-11.09	-30.04	-163.92
9.48	-11.69	-38.45	-161.00
9.48	-12.29	-43.22	-135.74
9.48	-12.89	-47.27	-87.39
9.48	-13.49	-56.92	69.69
9.48	-14.38	-35.67	122.57
9.48	-14.69	-58.58	140.91
9.48	-15.29	-60.07	100.18
9.48	-15.89	-60.20	42.33
9.48	-16.49	-64.27	-69.77
9.48	-17.09	-69.06	-80.15
9.48	-17.69	-80.65	-80.30
9.48	-18.17	-92.35	-93.59
9.48	-18.89	-97.90	-127.22
9.48	-19.49	-91.26	-149.43
9.48	-20.09	-85.29	-152.11
9.48	-20.69	-77.61	-136.51
9.48	-21.29	-66.42	-101.75
9.48	-21.98	-49.10	56.25
9.48	-22.49		
9.48	-23.09		
10.08	3.8		
10.08	4.51		
10.08	3.38	-9.77	3.57
10.08	2.71	-30.18	-63.51
10.08	2.11	-48.40	-79.89
10.08	1.51	-70.09	-55.67
10.08	0.61	-100.97	134.93
10.08	-10.49	-15.06	-132.31
10.08	-11.09	-27.67	-152.77
10.08	-11.69	-37.58	-149.68
10.08	-12.29	-45.30	-122.65
10.08	-12.89	-54.12	-70.16
10.08	-13.49	-61.99	31.84
10.08	-14.38	-60.93	78.58
10.08	-14.69	-71.76	88.67
10.08	-15.29	-74.72	69.97
10.08	-15.89	-73.04	-36.25
10.08	-16.49	-76.45	-71.78
10.08	-17.09	-84.88	-86.90
10.08	-17.69	-93.66	-92.61
10.08	-18.17	-97.16	-100.47
10.08	-18.89	-94.34	-122.72
10.08	-19.49	-87.60	-141.49
10.08	-20.09	-80.90	-147.00
10.08	-20.69	-73.73	-132.46
10.08	-21.29	-62.90	-97.22
10.08	-21.98	-45.96	54.10
10.08	-22.49		
10.08	-23.09		
10.68	3.8		
10.68	4.51		
10.68	3.38	-14.59	4.59
10.68	2.71	-33.85	-50.27
10.68	2.11	-52.91	-59.95
10.68	1.51	-69.36	-30.38
10.68	0.61	-91.06	105.96
10.68	-10.49	-11.34	-124.52
10.68	-11.09	-23.00	-141.50
10.68	-11.69	-32.84	-138.41
10.68	-12.29	-37.34	-112.25
10.68	-12.89	-35.93	-59.66
10.68	-13.49	-46.65	13.09
10.68	-14.38	-59.38	75.60
10.68	-14.69	-57.32	71.21
10.68	-15.29	-52.64	40.91
10.68	-15.89	-60.99	-38.67
10.68	-16.49	-72.04	-77.75
10.68	-17.09	-82.98	-94.42
10.68	-17.69	-91.44	-93.68
10.68	-18.17	-86.63	-91.93
10.68	-18.89	-76.32	-111.19
10.68	-19.49	-72.02	-136.26
10.68	-20.09	-71.45	-144.49
10.68	-20.69	-67.85	-129.73
10.68	-21.29	-58.74	-93.90
10.68	-21.98	-43.16	58.87
10.68	-22.49		
10.68	-23.09		
11.28	3.8		
11.28	4.51		
11.28	3.38	-25.71	9.11
11.28	2.71	-37.18	-41.15
11.28	2.11	-41.88	-44.67
11.28	1.51	-47.42	-13.68
11.28	0.61	-49.56	95.33
11.28	-10.49	-15.48	-125.57
11.28	-11.09	-21.82	-134.16
11.28	-11.69	-27.49	-128.79
11.28	-12.29	-29.53	-107.54
11.28	-12.89	-19.13	-69.26
11.28	-13.49	-20.28	21.53
11.28	-14.38	-23.40	111.35
11.28	-14.69	-11.80	95.71
11.28	-15.29	-10.69	16.29
11.28	-15.89	-43.35	-51.08
11.28	-16.49	-58.78	-85.57
11.28	-17.09	-62.35	-102.64
11.28	-17.69	-65.42	-85.94
11.28	-18.17	-61.97	-61.78
11.28	-18.89	-39.42	-103.59
11.28	-19.49	-55.76	-140.40
11.28	-20.09	-63.05	-145.58
11.28	-20.69	-60.06	-130.25
11.28	-21.29	-54.59	-84.66
11.28	-21.98	39.73	-36.51
11.28	-22.49		
11.28	-23.09		
11.8	3.8		
11.8	4.51		
11.8	3.38	-15.04	30.28
11.8	2.71	-30.15	-43.14
11.8	2.11	-33.90	-39.82
11.8	1.51	-29.73	-15.74
11.8	0.61	-6.99	122.64
11.8	-10.49	-24.69	-128.16
11.8	-11.09	-29.57	-134.12
11.8	-11.69	-28.68	-124.08
11.8	-12.29	-27.60	-105.62
11.8	-12.89	-19.39	-71.45
11.8	-13.49	14.37	-48.03
11.8	-14.38	189.16	231.92
11.8	-14.69	102.53	77.21
11.8	-15.29	31.60	-23.97
11.8	-15.89	-41.87	-63.96
11.8	-16.49	-51.55	-88.37
11.8	-17.09	-44.37	-96.63
11.8	-17.69	66.43	-90.44
11.8	-18.17	134.58	94.71
11.8	-18.89	41.56	-131.67
11.8	-19.49	-55.98	-146.17
11.8	-20.09	-60.42	-147.41
11.8	-20.69	-56.47	-127.86
11.8	-21.29	42.34	-97.34
11.8	-21.98	66.13	131.97
11.8	-22.49		
11.8	-23.09		
12.48	3.8		
12.48	4.51		
12.48	3.37	-28.78	20.49
12.48	2.71	15.54	-29.87
12.48	2.11	5.43	-25.88
12.48	1.51	10.64	-21.20
12.48	0.61	14.79	104.99
12.48	-10.49	-41.49	-127.41
12.48	-11.09	-41.86	-130.85
12.48	-11.69	-38.33	-120.04
12.48	-12.29	-34.10	-99.51
12.48	-12.89	-34.41	-78.60
12.48	-13.49	-25.26	-28.09
12.48	-14.38	-56.92	86.13
12.48	-14.69	-50.75	101.93
12.48	-15.29	-54.37	-42.97
12.48	-15.89	-61.04	-71.55
12.48	-16.49	-59.11	-84.81
12.48	-17.09	-47.62	-84.19
12.48	-17.69	-36.24	-57.27
12.48	-18.17	-75.15	-72.76
12.48	-18.89	-64.18	-130.32
12.48	-19.49	-67.43	-151.54
12.48	-20.09	-65.15	-146.99
12.48	-20.69	-57.41	-124.99
12.48	-21.29	-47.40	-75.86
12.48	-21.98	43.11	-43.30
12.48	-22.49		
12.48	-23.09		
13.08	3.8		
13.08	4.51		
13.08	3.37		
13.08	2.71		
13.08	2.11		
13.08	1.51		
13.08	0.61		
13.08	0	241.45	-216.24
13.08	-0.47	-109.79	156.56
13.08	-0.89	-96.83	74.53
13.08	-1.49	-77.12	-112.37
13.08	-2.09	-78.00	-177.37
13.08	-2.69	-84.73	-220.89
13.08	-3.29	-89.06	-241.72
13.08	-3.89	-90.41	-241.52
13.08	-4.49	-89.50	-221.71
13.08	-5.09	-86.71	-182.59
13.08	-5.43	-86.88	-154.03
13.08	-6.29	-85.89	85.99
13.08	-6.82	-87.08	161.06
13.08	-7.43	-38.65	162.16
13.08	-8.09	-78.66	176.04
13.08	-8.69	-70.79	105.05
13.08	-9.29	-63.86	-69.21
13.08	-9.89	-60.14	-103.84
13.08	-10.49	-56.93	-122.22
13.08	-11.09	-53.44	-125.88
13.08	-11.69	-49.35	-115.70
13.08	-12.29	-44.22	-92.30
13.08	-12.89	-51.07	-66.58
13.08	-13.49	-61.87	-25.12
13.08	-14.38	-72.75	31.46
13.08	-14.69	-91.18	46.12
13.08	-15.29	-90.83	-39.62
13.08	-15.89	-83.48	-65.84
13.08	-16.49	-75.49	-77.02
13.08	-17.09	-69.90	-77.83
13.08	-17.69	-75.40	-81.14
13.08	-18.17	-81.30	-96.67
13.08	-18.89	-86.20	-128.00
13.08	-19.49	-79.02	-146.42
13.08	-20.09	-71.41	-143.41
13.08	-20.69	-62.75	-121.02
13.08	-21.29	-53.02	-84.60
13.08	-21.98	-35.70	57.21
13.08	-22.49		
13.08	-23.09		
13.68	0	-87.18	141.14
13.68	0.61		
13.68	-0.47	-109.14	-81.54
13.68	-0.89	-110.76	-96.55
13.68	-1.49	-104.75	-139.52
13.68	-2.09	-98.65	-187.93
13.68	-2.69	-96.29	-224.64
13.68	-3.29	-95.58	-241.77
13.68	-3.89	-95.48	-238.49
13.68	-4.49	-96.36	-215.57
13.68	-5.09	-99.25	-173.14
13.68	-5.43	-103.04	-141.07
13.68	-6.29	-112.78	51.25
13.68	-6.82	-108.38	95.50
13.68	-7.43	-86.57	104.28
13.68	-8.09	-100.34	112.39
13.68	-8.69	-97.22	77.05
13.68	-9.29	-84.07	-54.29
13.68	-9.89	-73.01	-92.14
13.68	-10.49	-65.64	-113.54
13.68	-11.09	-61.08	-120.14
13.68	-11.69	-58.84	-112.98
13.68	-12.29	-59.29	-93.03
13.68	-12.89	-64.39	-63.30
13.68	-13.49	-75.53	-33.90
13.68	-14.38	-94.05	15.16
13.68	-14.69	-99.91	21.16
13.68	-15.29	-101.20	-37.50
13.68	-15.89	-94.88	-56.30
13.68	-16.49	-87.38	-68.74
13.68	-17.09	-83.08	-77.06
13.68	-17.69	-82.73	-88.74
13.68	-18.17	-85.09	-104.20
13.68	-18.89	-84.59	-128.57
13.68	-19.49	-80.72	-141.35
13.68	-20.09	-73.50	-138.39
13.68	-20.69	-64.31	-117.72
13.68	-21.29	-52.00	-79.91
13.68	-21.98	-34.01	51.30
13.68	-22.49		
13.68	-23.09		
14.28	0	-80.47	80.53
14.28	0.61		
14.28	-0.47	-100.09	-77.15
14.28	-0.89	-113.13	-110.01
14.28	-1.49	-117.20	-158.11
14.28	-2.09	-110.66	-202.48
14.28	-2.69	-102.53	-233.04
14.28	-3.29	-96.44	-244.56
14.28	-3.89	-92.75	-236.31
14.28	-4.49	-91.54	-208.58
14.28	-5.09	-93.44	-161.97
14.28	-5.43	-95.18	-126.75
14.28	-6.29	-105.14	-24.63
14.28	-6.82	-107.41	57.10
14.28	-7.43	-102.30	77.75
14.28	-8.09	-99.08	74.30
14.28	-8.69	-90.19	44.61
14.28	-9.29	-78.93	-38.91
14.28	-9.89	-69.78	-79.30
14.28	-10.49	-63.90	-104.82
14.28	-11.09	-61.41	-115.81
14.28	-11.69	-62.51	-113.47
14.28	-12.29	-67.82	-99.21
14.28	-12.89	-77.67	-75.52
14.28	-13.49	-88.73	-48.61
14.28	-14.38	-98.50	-23.62
14.28	-14.69	-98.75	-24.03
14.28	-15.29	-95.84	-32.91
14.28	-15.89	-91.64	-48.02
14.28	-16.49	-86.73	-60.10
14.28	-17.09	-81.42	-71.41
14.28	-17.69	-77.35	-87.57
14.28	-18.17	-75.90	-103.91
14.28	-18.89	-74.65	-127.79
14.28	-19.49	-73.27	-138.84
14.28	-20.09	-69.23	-134.94
14.28	-20.69	-61.75	-113.34
14.28	-21.29	-48.82	-73.89
14.28	-21.98	-28.89	44.52
14.28	-22.49		
14.28	-23.09		
14.88	0	-61.03	61.93
14.88	0.61		
14.88	-0.47	-89.80	-65.58
14.88	-0.89	-112.94	-107.25
14.88	-1.49	-120.47	-168.69
14.88	-2.09	-110.74	-218.97
14.88	-2.69	-98.65	-245.11
14.88	-3.29	-88.16	-250.75
14.88	-3.89	-80.05	-237.02
14.88	-4.49	-74.25	-204.52
14.88	-5.09	-70.90	-154.18
14.88	-5.43	-67.90	-116.56
14.88	-6.29	-77.44	-16.14
14.88	-6.82	-96.95	50.17
14.88	-7.43	-96.37	79.27
14.88	-8.09	-95.17	74.09
14.88	-8.69	-70.55	25.67
14.88	-9.29	-54.51	-27.68
14.88	-9.89	-52.21	-70.22
14.88	-10.49	-51.53	-99.16
14.88	-11.09	-53.13	-114.49
14.88	-11.69	-57.80	-117.25
14.88	-12.29	-66.24	-108.83
14.88	-12.89	-78.55	-89.52
14.88	-13.49	-92.16	-58.00
14.88	-14.38	-92.08	24.37
14.88	-14.69	-85.16	18.10
14.88	-15.29	-74.66	-25.06
14.88	-15.89	-74.71	-42.86
14.88	-16.49	-75.68	-52.12
14.88	-17.09	-67.73	-59.51
14.88	-17.69	-58.29	-75.79
14.88	-18.17	-55.53	-100.46
14.88	-18.89	-57.33	-128.03
14.88	-19.49	-59.77	-139.18
14.88	-20.09	-59.89	-134.68
14.88	-20.69	-56.50	-109.90
14.88	-21.29	-43.56	-69.64
14.88	-21.98	29.26	62.60
14.88	-22.49		
14.88	-23.09		
15.48	0	-26.26	33.39
15.48	0.61		
15.48	-0.47	-73.74	44.44
15.48	-0.89	-114.59	-70.01
15.48	-1.49	-111.35	-186.26
15.48	-2.09	-98.31	-237.75
15.48	-2.69	-83.68	-259.61
15.48	-3.29	-69.90	-260.09
15.48	-3.89	-57.67	-241.51
15.48	-4.49	-46.70	-204.95
15.48	-5.09	-36.99	-152.31
15.48	-5.43	-38.58	-121.95
15.48	-6.29	-66.98	-48.94
15.48	-6.82	-89.19	95.83
15.48	-7.43	-83.97	121.42
15.48	-8.09	-85.58	110.11
15.48	-8.69	-61.21	33.12
15.48	-9.29	-39.63	-43.33
15.48	-9.89	-25.54	-67.06
15.48	-10.49	-31.25	-98.17
15.48	-11.09	-37.47	-116.76
15.48	-11.69	-45.21	-123.69
15.48	-12.29	-55.27	-119.87
